project_type,area_hectares,duration_years,baseline_emissions,expected_emission_reduction,location,emission_factor,carbon_credits_generated
reforestation,468.75,12,939,818,Jharkhand,0.55,360.25
electric_mobility,148.53,16,1112,495,Rajasthan,2.04,2031.84
reforestation,349.95,19,1159,175,Ladakh,2.48,1847.6
wetland_restoration,444.8,20,1117,301,Goa,1.8,1263.6
solar_power,493.65,23,1109,414,Dadra and Nagar Haveli and Daman and Diu,1.78,1173.02
carbon_sequestration,196.93,29,1173,112,Jammu and Kashmir,1.87,1656.82
carbon_sequestration,43.79,18,1414,1347,Maharashtra,2.27,2767.13
green_building,15.48,16,1229,180,Jammu and Kashmir,2.35,2422.85
methane_capture,240.02,23,1355,266,Sikkim,2.37,2114.04
biochar_production,220.13,29,1495,204,Kerala,2.16,2255.04
afforestation,288.93,9,1377,168,Nagaland,2.29,2102.22
wetland_restoration,114.4,12,863,101,Andaman and Nicobar Islands,1.09,655.09
wind_energy,293.09,8,974,330,Meghalaya,1.97,1018.49
wetland_restoration,208.95,14,1451,243,Uttarakhand,1.03,1040.3
solar_power,301.71,21,755,213,Assam,2.26,587.6
biochar_production,115.88,21,1257,1239,Tamil Nadu,1.11,1208.79
wetland_restoration,161.15,25,1515,141,Lakshadweep,1.01,1107.97
wind_energy,231.7,7,1386,1444,Maharashtra,1.19,1353.03
wetland_restoration,272.17,9,1008,206,Lakshadweep,0.83,468.95
wetland_restoration,101.17,16,1322,316,Mizoram,2.29,2134.28
electric_mobility,205.84,5,1555,434,Andhra Pradesh,0.58,649.02
carbon_sequestration,122.9,7,1300,141,Chandigarh,0.79,750.5
biochar_production,363.52,10,706,197,Himachal Pradesh,1.27,756.92
wind_energy,99.83,25,1077,113,Ladakh,1.37,1064.49
afforestation,144.89,28,879,406,Himachal Pradesh,2.46,1643.28
wetland_restoration,243.51,22,1017,834,West Bengal,0.98,773.22
wetland_restoration,381.43,21,1089,954,Haryana,1.81,1303.2
green_building,144.32,19,634,295,Tripura,1.76,644.16
carbon_sequestration,224.21,10,892,448,Dadra and Nagar Haveli and Daman and Diu,1.37,1074.08
green_building,146.43,25,952,256,Jammu and Kashmir,1.11,886.89
carbon_sequestration,374.35,10,1396,1472,Delhi,0.99,1267.2
biochar_production,411.86,17,1175,227,Uttarakhand,2.07,1595.97
solar_power,490.57,16,1085,454,Assam,1.6,1256
electric_mobility,369.85,25,656,671,Dadra and Nagar Haveli and Daman and Diu,1.58,679.4
carbon_sequestration,33.11,5,1520,1399,Maharashtra,1.46,1890.7
sustainable_agriculture,289.47,16,1076,198,Jammu and Kashmir,0.53,376.3
green_building,243.15,9,1222,738,Bihar,1.78,1582.42
wetland_restoration,141.3,26,1299,617,Bihar,1.88,2209
carbon_sequestration,249.24,8,1519,1117,Tamil Nadu,1.52,2118.88
biochar_production,325.74,6,1513,1423,Uttar Pradesh,0.82,1084.04
biochar_production,302.94,25,1042,198,Ladakh,0.9,567.9
carbon_sequestration,283.24,7,1626,1471,Gujarat,1.72,2476.8
geothermal_energy,135.84,11,1385,282,Puducherry,1.26,1467.9
green_building,183.53,20,1453,1187,Punjab,1.35,1382.4
carbon_sequestration,168.79,28,618,213,Chandigarh,2.19,873.81
carbon_sequestration,437.42,29,827,153,Jammu and Kashmir,2.21,1222.13
sustainable_agriculture,164.91,5,1048,417,Goa,0.99,738.54
carbon_sequestration,170.49,17,1454,769,Dadra and Nagar Haveli and Daman and Diu,1.21,1304.38
wetland_restoration,89.59,15,1120,872,Chhattisgarh,2.28,1705.44
green_building,11.61,9,1230,115,Meghalaya,1.82,1517.88
wetland_restoration,276.87,11,742,1043,Odisha,1.75,712.25
geothermal_energy,369.65,10,1771,1267,Tamil Nadu,1.33,1883.28
wind_energy,482.8,26,467,460,Mizoram,1.74,593.34
wind_energy,454,25,1002,68,Jammu and Kashmir,2.48,1559.92
green_building,128.04,10,1117,1020,West Bengal,0.64,435.2
geothermal_energy,252.17,21,660,412,Dadra and Nagar Haveli and Daman and Diu,1.26,357.84
wind_energy,329.28,13,1029,888,Andhra Pradesh,1.16,1061.4
reforestation,435.39,11,1445,1333,Gujarat,1.79,2244.66
wind_energy,4.41,28,1152,763,Haryana,1.19,1236.41
methane_capture,116.76,7,477,184,Andaman and Nicobar Islands,0.85,283.9
reforestation,479.21,19,1561,872,Rajasthan,2.36,2714
geothermal_energy,228.64,10,1542,1174,Uttar Pradesh,1.35,1466.1
carbon_sequestration,434.2,10,705,1059,Punjab,2.44,1063.84
biochar_production,436.48,16,1162,1177,Uttar Pradesh,1.4,1481.2
wind_energy,293.75,27,1430,416,Chhattisgarh,1.19,1336.37
carbon_sequestration,364.25,19,1204,233,Andaman and Nicobar Islands,1.75,1480.5
methane_capture,383.83,13,1132,195,Jammu and Kashmir,2.08,1693.12
geothermal_energy,374.31,27,871,425,Tripura,1.15,883.2
electric_mobility,346.88,24,990,835,Dadra and Nagar Haveli and Daman and Diu,1.41,862.92
electric_mobility,92.84,29,1488,287,Jammu and Kashmir,1.05,1227.45
green_building,323.48,9,716,379,Mizoram,0.99,592.02
sustainable_agriculture,77.5,15,874,431,Jharkhand,2.43,1163.97
sustainable_agriculture,176.43,14,1081,156,Sikkim,2.16,1321.92
reforestation,299.06,27,765,437,Nagaland,2.04,1164.84
biochar_production,393.4,17,1288,377,Assam,1.92,1793.28
carbon_sequestration,123.89,19,1511,1136,Punjab,2.36,2473.28
sustainable_agriculture,44.59,29,1562,1437,Delhi,1.24,1652.92
wetland_restoration,426.15,10,1057,282,Andaman and Nicobar Islands,2.29,2189.24
methane_capture,198.08,14,1474,1404,Uttar Pradesh,1.82,2147.6
electric_mobility,197.89,27,758,184,Puducherry,1.42,749.76
electric_mobility,325.39,26,615,228,Puducherry,0.68,201.96
wind_energy,227.25,18,1283,413,Assam,1.38,1368.96
green_building,145.68,26,1612,1151,Gujarat,2.24,2793.28
green_building,324.63,12,903,194,Nagaland,1.61,1263.85
biochar_production,28.79,9,1570,1484,Tamil Nadu,2.07,2906.28
biochar_production,422.96,21,941,786,Madhya Pradesh,1.63,1318.67
electric_mobility,176.04,11,598,890,Madhya Pradesh,1.12,296.8
carbon_sequestration,376.86,21,1207,768,Haryana,0.86,823.02
methane_capture,346.65,11,796,1152,Karnataka,0.84,372.96
wind_energy,293.01,8,862,364,Kerala,0.86,620.06
electric_mobility,13.29,21,1016,485,Assam,1.33,887.11
wind_energy,418.53,14,1324,1271,Uttar Pradesh,1.65,1653.3
wetland_restoration,440.04,10,731,377,Himachal Pradesh,1.02,349.86
wind_energy,473.3,17,655,500,Andhra Pradesh,1.6,878.4
carbon_sequestration,51.53,13,1046,1094,Haryana,1.87,1402.5
sustainable_agriculture,93.34,10,1240,290,Goa,1.37,1502.89
sustainable_agriculture,48.01,16,908,587,Andhra Pradesh,1.66,893.08
electric_mobility,137.33,17,1166,986,Haryana,1.4,1057
reforestation,150.86,20,1782,1246,Maharashtra,0.59,861.4
reforestation,283.82,8,1544,738,Madhya Pradesh,2.29,2660.98
sustainable_agriculture,452.61,7,1215,432,Goa,1.85,1596.55
solar_power,103.85,7,1104,876,Rajasthan,0.88,558.8
electric_mobility,222.7,13,718,664,Rajasthan,0.64,302.72
wetland_restoration,93.83,20,504,826,Dadra and Nagar Haveli and Daman and Diu,1.65,349.8
biochar_production,314.21,9,1707,1462,Delhi,1.89,2375.73
sustainable_agriculture,497.54,20,1169,484,Madhya Pradesh,0.8,716
carbon_sequestration,164.82,12,726,612,Madhya Pradesh,2.37,1310.61
methane_capture,350.28,8,555,271,Tripura,1.84,524.4
sustainable_agriculture,484.39,24,1030,118,Lakshadweep,0.58,381.06
afforestation,499.69,28,1468,307,Mizoram,1.55,1714.3
wetland_restoration,52.07,13,847,452,Dadra and Nagar Haveli and Daman and Diu,0.86,479.02
reforestation,55.17,26,953,980,West Bengal,0.72,478.08
wind_energy,424.39,5,1047,428,Manipur,0.97,683.85
wetland_restoration,93.32,8,1519,106,Chandigarh,0.55,612.7
afforestation,28.82,24,309,830,Odisha,1.18,245.44
biochar_production,322.95,23,1078,169,Sikkim,2.29,1715.21
wetland_restoration,377.33,20,661,58,Jammu and Kashmir,0.92,297.16
biochar_production,299.28,15,1430,1481,Tamil Nadu,1.84,2040.56
afforestation,174.9,13,1209,350,Uttarakhand,1.21,1184.59
methane_capture,22.89,18,1274,517,Chhattisgarh,0.91,1011.01
methane_capture,442.5,20,786,398,Arunachal Pradesh,1.78,592.74
wetland_restoration,454.38,19,890,753,Madhya Pradesh,0.67,279.39
reforestation,185.99,18,546,271,Assam,2.13,572.97
electric_mobility,356.67,25,1590,1419,Delhi,1.25,1651.25
methane_capture,449.38,23,658,852,West Bengal,2.31,646.8
geothermal_energy,281.81,17,1472,404,Rajasthan,2.15,2313.4
green_building,246.21,13,1158,754,Chhattisgarh,0.71,491.32
electric_mobility,191.41,26,1641,1469,Maharashtra,0.76,1026.76
biochar_production,434.76,9,1243,61,Chandigarh,0.57,593.94
methane_capture,157.71,24,922,413,Mizoram,1.03,435.69
sustainable_agriculture,162.04,19,1450,1458,Delhi,0.63,698.04
wetland_restoration,130.38,11,1634,1375,Gujarat,1.17,1399.32
reforestation,228.12,14,1115,242,Arunachal Pradesh,1.91,1514.63
reforestation,190.25,22,1308,1364,Delhi,0.89,962.98
reforestation,451.33,8,595,1146,Punjab,1.43,450.45
afforestation,311.35,12,824,751,Dadra and Nagar Haveli and Daman and Diu,2.16,1496.88
reforestation,65.53,27,1295,211,Chandigarh,1.38,1219.92
methane_capture,291.36,24,1411,113,Lakshadweep,2.43,2813.94
methane_capture,212.28,7,1277,617,Andhra Pradesh,1.38,1556.64
wetland_restoration,308.91,27,773,271,Andaman and Nicobar Islands,2.44,1283.44
wind_energy,101.82,25,1092,289,Andaman and Nicobar Islands,0.79,695.99
biochar_production,418.72,5,1528,278,Andaman and Nicobar Islands,0.98,1045.66
methane_capture,160.58,15,1016,632,Dadra and Nagar Haveli and Daman and Diu,1.98,1732.5
solar_power,280.11,6,771,1077,Punjab,2.12,1004.88
biochar_production,432.89,8,928,498,Manipur,0.81,568.62
carbon_sequestration,312.59,19,1036,400,Dadra and Nagar Haveli and Daman and Diu,1.27,873.76
carbon_sequestration,4.85,25,1397,77,Andaman and Nicobar Islands,1.31,1524.84
biochar_production,40.61,21,896,372,Goa,1.49,603.45
afforestation,471.44,5,1838,1069,Maharashtra,1.25,1862.5
geothermal_energy,222.26,18,886,177,Arunachal Pradesh,1.25,980
solar_power,266.93,7,504,704,West Bengal,1.48,393.68
methane_capture,381.47,19,1493,542,Andhra Pradesh,1.81,2166.57
methane_capture,444.16,10,924,279,Chandigarh,1.49,873.14
reforestation,166.32,6,918,250,Sikkim,2.43,1965.87
solar_power,48.21,18,1242,106,Arunachal Pradesh,1.81,1451.62
electric_mobility,415.41,16,1607,247,Himachal Pradesh,1.66,1842.6
sustainable_agriculture,278.68,7,1194,808,Haryana,2.18,1896.6
wetland_restoration,464.95,18,1703,1464,Tamil Nadu,1.45,1867.6
electric_mobility,471.03,8,363,107,Puducherry,0.88,204.16
wind_energy,466.68,21,898,446,Meghalaya,1.09,487.23
wetland_restoration,313.84,29,1253,106,Nagaland,0.75,586.5
wind_energy,316.1,16,570,440,Dadra and Nagar Haveli and Daman and Diu,1.58,671.5
methane_capture,187.85,10,688,115,Jammu and Kashmir,2.46,706.02
carbon_sequestration,168.93,21,1258,486,Chhattisgarh,1.04,1016.08
biochar_production,300.39,20,1193,1208,Gujarat,1.45,1474.65
wetland_restoration,324.52,5,814,322,Arunachal Pradesh,0.78,285.48
wind_energy,455.07,18,483,291,Sikkim,1.17,398.97
solar_power,214.94,25,1042,405,Tripura,2,1364
biochar_production,121.39,22,584,496,Chhattisgarh,2,520
afforestation,312.28,29,1057,418,Arunachal Pradesh,1.36,920.72
wind_energy,169.97,23,1545,1088,Gujarat,1.64,2035.24
wetland_restoration,164.02,11,571,552,Dadra and Nagar Haveli and Daman and Diu,1.99,519.39
afforestation,407.55,23,1091,280,Jammu and Kashmir,2.2,1735.8
afforestation,202,11,1456,1346,Uttar Pradesh,2.06,2622.38
methane_capture,382.48,17,1237,131,Meghalaya,0.9,985.5
methane_capture,452.95,6,1169,681,Chhattisgarh,1.31,1399.08
reforestation,169.84,25,1148,1135,Uttar Pradesh,1.28,1332.48
solar_power,107.03,22,1140,73,Andaman and Nicobar Islands,1.82,1326.78
afforestation,234.36,11,1479,145,Himachal Pradesh,1.14,1192.44
electric_mobility,74.56,27,943,315,Nagaland,1.55,1264.8
wind_energy,449.23,9,776,531,Rajasthan,1.75,978.25
biochar_production,80.65,21,1253,1213,Uttar Pradesh,1.63,1737.58
electric_mobility,323.95,22,558,825,Odisha,1.5,676.5
solar_power,166.49,19,1000,491,Tripura,2.19,1140.99
geothermal_energy,215.52,11,715,327,Kerala,0.61,167.14
electric_mobility,93.27,20,1367,1106,Tamil Nadu,2.44,2676.68
methane_capture,498.17,8,743,690,Rajasthan,1.28,631.04
geothermal_energy,130.44,5,876,1031,West Bengal,0.74,491.36
afforestation,183.16,15,1544,135,Meghalaya,2.46,2674.02
methane_capture,338.57,9,1250,967,Punjab,1.5,1363.5
wetland_restoration,224.68,13,1274,207,Meghalaya,1.03,859.02
reforestation,212.96,23,1055,406,Jharkhand,1.3,770.9
carbon_sequestration,403.77,25,1182,235,Assam,1.76,1540
solar_power,94.07,21,751,145,Uttarakhand,0.95,399
solar_power,356.6,8,1402,1201,Maharashtra,0.56,728
green_building,273.96,12,931,1063,Karnataka,2.34,1792.44
sustainable_agriculture,359.79,17,764,955,Telangana,1.51,610.04
afforestation,480.13,28,752,294,Sikkim,0.99,464.31
afforestation,442.3,21,637,1005,Punjab,1.61,805
solar_power,6.05,7,387,941,Punjab,1.22,335.5
solar_power,112.8,23,454,223,Jammu and Kashmir,1.35,311.85
reforestation,129.63,16,1281,105,Goa,2.27,2204.17
green_building,149.88,26,423,125,Tripura,0.76,240.92
afforestation,76.6,12,1461,1052,Delhi,2.35,3003.3
carbon_sequestration,269.53,9,950,154,Himachal Pradesh,0.69,431.25
wind_energy,336.27,13,1632,1100,Maharashtra,0.55,635.25
methane_capture,130.79,20,867,825,Rajasthan,2.27,1552.68
electric_mobility,490.86,28,1724,1172,Maharashtra,1.38,1947.18
electric_mobility,101.02,11,485,470,Arunachal Pradesh,1.94,638.26
carbon_sequestration,90.25,28,1490,431,Dadra and Nagar Haveli and Daman and Diu,0.62,731.6
green_building,312.79,17,690,258,Kerala,1.35,299.7
methane_capture,88.07,16,1346,306,Uttarakhand,1.62,1681.56
biochar_production,352.16,14,1022,55,Chandigarh,1.69,1025.83
reforestation,460.87,6,417,76,Jammu and Kashmir,1.82,436.8
wind_energy,60.94,16,1488,1212,Delhi,0.68,829.6
electric_mobility,162.73,19,1142,126,Arunachal Pradesh,1.45,1049.8
reforestation,314.88,25,1258,176,Ladakh,0.61,703.33
electric_mobility,348.8,12,792,292,Ladakh,0.82,527.26
biochar_production,377.03,27,697,1065,Haryana,1.21,557.81
green_building,118.43,7,980,248,Arunachal Pradesh,0.65,367.25
wind_energy,350.85,17,600,288,Mizoram,1.88,486.92
geothermal_energy,237.55,27,798,146,Himachal Pradesh,1.09,509.03
wetland_restoration,74.36,14,919,739,Bihar,1.01,604.99
afforestation,309.62,9,1234,199,Himachal Pradesh,1.65,1635.15
methane_capture,183.36,5,1034,306,Tripura,1.75,1545.25
solar_power,279.72,11,1211,285,Lakshadweep,2.19,2049.84
biochar_production,209.22,13,1625,1458,Tamil Nadu,1.43,2016.3
carbon_sequestration,365.74,5,1576,1181,Delhi,1.24,1532.64
wind_energy,88.05,8,708,439,Bihar,0.98,552.72
wetland_restoration,359.44,16,1364,1150,Haryana,1.3,1274
geothermal_energy,227.96,24,1320,274,Nagaland,1.23,1350.54
reforestation,422.21,5,735,222,Puducherry,2.27,1153.16
wind_energy,461.27,14,1265,1059,Odisha,1.79,1645.01
methane_capture,465.24,27,1321,230,Meghalaya,0.94,836.6
geothermal_energy,118.86,22,1613,1011,Delhi,1.19,1550.57
sustainable_agriculture,297.49,24,1294,235,Chandigarh,2.18,1781.06
electric_mobility,344.63,27,1123,51,Andaman and Nicobar Islands,2.24,1579.2
wetland_restoration,74.36,9,914,105,Uttarakhand,1.83,1405.44
solar_power,448.23,27,1262,1019,Gujarat,1.01,1049.39
wetland_restoration,122.2,15,1565,691,Andhra Pradesh,1.27,1461.77
solar_power,367.3,20,1023,807,Dadra and Nagar Haveli and Daman and Diu,2.31,1242.78
green_building,7.21,8,1656,1046,Gujarat,1.61,2036.65
green_building,146.01,17,1445,492,Manipur,0.73,802.27
electric_mobility,367.69,23,1334,693,Andhra Pradesh,0.94,950.34
afforestation,270.97,24,1434,260,Uttarakhand,1.33,1348.62
wetland_restoration,493.08,12,1453,475,Jharkhand,0.84,981.12
biochar_production,354.77,19,593,52,Ladakh,1.59,632.82
solar_power,396.48,29,1725,1295,Tamil Nadu,1.02,1351.5
biochar_production,117.36,20,600,413,Uttarakhand,1.03,410.97
methane_capture,167.58,28,1542,548,Dadra and Nagar Haveli and Daman and Diu,1.55,1798
green_building,417.35,28,682,847,Chhattisgarh,2.18,1218.62
afforestation,102.2,24,1145,285,Chandigarh,1.5,1140
electric_mobility,89.05,29,1191,374,Assam,1.98,1960.2
sustainable_agriculture,279.14,12,654,313,Meghalaya,1.73,430.77
biochar_production,204.35,5,1523,1278,Gujarat,1.2,1545.6
sustainable_agriculture,320.72,11,772,380,Uttarakhand,1.85,1217.3
carbon_sequestration,305.83,21,1220,206,Assam,1.15,1047.65
methane_capture,355.1,24,866,58,Jammu and Kashmir,2.45,1016.75
carbon_sequestration,421.6,17,1133,172,Lakshadweep,1.79,1378.3
afforestation,54.67,22,849,755,Haryana,2.5,1042.5
electric_mobility,16.99,9,860,108,Jammu and Kashmir,0.6,425.4
solar_power,267.77,24,1038,424,Manipur,2.05,1234.1
solar_power,125.28,25,1151,246,Andaman and Nicobar Islands,1.84,1564
methane_capture,224.83,16,1261,234,Ladakh,1.57,1325.08
sustainable_agriculture,450,27,1536,1193,Tamil Nadu,1.74,2115.84
green_building,305.51,12,1084,939,West Bengal,1.47,1414.14
green_building,169.77,22,863,334,Nagaland,2.28,839.04
green_building,162.49,7,566,983,Haryana,1.77,561.09
geothermal_energy,104.38,10,1294,614,Jharkhand,1.31,1480.3
electric_mobility,424.79,12,1376,1165,West Bengal,0.84,976.08
carbon_sequestration,111.54,11,933,461,Dadra and Nagar Haveli and Daman and Diu,1.41,994.05
wind_energy,323.57,6,825,441,Nagaland,1.33,535.99
afforestation,314.28,17,1755,1074,Maharashtra,0.81,1112.13
green_building,9.26,15,896,389,Goa,1.05,496.65
wind_energy,151.65,19,1109,491,Dadra and Nagar Haveli and Daman and Diu,1.03,667.44
carbon_sequestration,300.48,9,1464,221,Chandigarh,1.74,2016.66
carbon_sequestration,164.92,23,983,1197,Odisha,1.85,1400.45
solar_power,270.06,19,1209,726,Andhra Pradesh,1.34,956.76
wetland_restoration,266.92,17,1487,377,Arunachal Pradesh,1.91,2091.45
electric_mobility,310.84,24,1443,134,Sikkim,1.81,1708.64
geothermal_energy,470.54,21,1105,303,Meghalaya,1.4,1184.4
geothermal_energy,468.26,28,1215,704,Odisha,1.07,807.85
carbon_sequestration,462.39,17,759,535,Chhattisgarh,2.44,1234.64
wind_energy,38.23,29,1744,1166,Gujarat,1.89,2647.89
biochar_production,102.35,14,1289,890,Rajasthan,1.32,1165.56
electric_mobility,364.22,11,1454,221,Manipur,1.28,1231.36
afforestation,44.75,19,1133,1012,Odisha,0.79,571.96
biochar_production,156.85,21,1840,1451,Uttar Pradesh,1.97,2775.73
methane_capture,74.09,21,1101,725,Jharkhand,1.6,1067.2
green_building,76.84,15,1397,220,Uttarakhand,0.59,696.2
electric_mobility,385.99,10,588,214,Tripura,1.44,400.32
carbon_sequestration,227.33,7,874,135,Tripura,2.19,1609.65
methane_capture,444.2,25,1393,287,Mizoram,2.3,2201.1
geothermal_energy,158.22,15,544,826,Karnataka,0.8,327.2
reforestation,361.07,11,1119,588,Bihar,2.09,2112.99
carbon_sequestration,162.48,6,610,108,Goa,2.46,789.66
electric_mobility,68.51,15,724,879,Bihar,0.97,448.14
geothermal_energy,340.38,16,1578,144,Jammu and Kashmir,1.61,1891.75
biochar_production,51.19,15,436,370,Meghalaya,2.26,750.32
green_building,408.9,15,1003,862,Karnataka,1.98,1714.68
green_building,4.96,11,1320,445,Chhattisgarh,2.21,2327.13
sustainable_agriculture,55.74,21,1387,686,Rajasthan,2.37,2509.83
electric_mobility,319.65,16,473,864,Bihar,1.68,347.76
wetland_restoration,416.28,10,1332,993,Punjab,1.26,1184.4
sustainable_agriculture,113.06,26,1465,1332,Delhi,0.79,1039.64
wetland_restoration,494.75,8,1437,1396,Gujarat,2.34,2861.82
wind_energy,464.72,11,1349,904,Odisha,1.3,1539.2
geothermal_energy,415.69,6,1470,240,Arunachal Pradesh,1.6,1806.4
electric_mobility,12.95,23,906,118,Arunachal Pradesh,1.18,645.46
reforestation,31.83,13,1115,181,Nagaland,1.13,1006.83
geothermal_energy,11.64,14,1571,875,Haryana,2.04,2378.64
biochar_production,368.28,16,751,380,Sikkim,1.71,894.33
sustainable_agriculture,256.79,18,902,159,Jammu and Kashmir,2.33,1013.55
biochar_production,122.81,29,697,806,Chhattisgarh,1.6,921.6
reforestation,160.54,5,1326,138,Chandigarh,1.65,1856.25
carbon_sequestration,468.78,27,787,593,Andhra Pradesh,1.37,876.8
wetland_restoration,46.3,14,815,460,Nagaland,2.4,816
wetland_restoration,89.14,6,1387,246,Andaman and Nicobar Islands,0.63,595.35
green_building,91.19,21,1379,190,Uttarakhand,0.68,775.88
electric_mobility,190.5,19,514,293,Puducherry,1.8,360
green_building,186.61,21,1609,110,Jammu and Kashmir,1.45,1682
sustainable_agriculture,356.43,11,1336,654,Chhattisgarh,0.83,705.5
afforestation,111.29,18,772,1003,Telangana,2.48,1530.16
biochar_production,135.14,16,669,249,Ladakh,0.96,435.84
afforestation,461.71,24,863,198,Nagaland,1.27,645.16
geothermal_energy,93.22,17,1505,1059,Maharashtra,1,1109
wetland_restoration,108.23,8,849,404,Chhattisgarh,2.47,1081.86
reforestation,195.61,21,975,994,Punjab,2.41,1226.69
reforestation,71.08,11,535,264,Puducherry,2.31,919.38
carbon_sequestration,147.4,23,1509,1335,Gujarat,2.02,2512.88
green_building,245.92,22,836,361,Arunachal Pradesh,1.83,860.1
methane_capture,179.53,11,1543,326,Meghalaya,0.61,659.41
wetland_restoration,220.33,24,1204,111,Assam,2.34,1794.78
geothermal_energy,233.34,29,1705,1091,Delhi,0.54,716.04
afforestation,474.19,23,739,769,Madhya Pradesh,1.35,785.7
wind_energy,95.64,21,1207,263,Jammu and Kashmir,2.27,2002.14
wetland_restoration,46.79,5,1668,1433,Tamil Nadu,0.71,954.24
